name, definition location, definition-adapting, calling-convention-adapting, scope-adapting, call-site-context-adapting, thunkizing, metaprogramming, nested invocations, correct classification, notes
SIOCGIFNETMASK, extracted_programs/linux-6.2-rc2/include/uapi/linux/sockios.h:68:9, True, False, False, False, False, False, False, true, enum
GEN8_RPCS_EU_MAX_SHIFT, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/gt/intel_engine_regs.h:97:11, False, False, False, False, False, False, True, true, also definition-adapting
MS_SLAVE, extracted_programs/linux-6.2-rc2/include/uapi/linux/mount.h:33:9, False, False, False, False, False, False, True, true, also definition-adapting
MII_TG3_AUXCTL_ACTL_EXTPKTLEN, extracted_programs/linux-6.2-rc2/drivers/net/ethernet/broadcom/tg3.h:2328:9, True, False, False, False, False, False, False, true, enum
USB_CONFIG_ATT_SELFPOWER, extracted_programs/linux-6.2-rc2/include/uapi/linux/usb/ch9.h:365:9, True, False, False, False, False, False, False, true, enum
S_ISNWK, extracted_programs/zsh-5.9/Src/zsh_system.h:673:10, False, False, True, False, False, False, False, true, appears in static conditional
SOUTH_CHICKEN2, extracted_programs/linux-6.2-rc2/drivers/pci/quirks.c:3786:9, True, False, False, False, False, False, False, true, enum
YYFINAL, extracted_programs/perl-5.36.0/perly.tab:235:9, False, False, False, False, False, False, False, false, not classified because defined in a non-C file
STACK_SKIP, extracted_programs/linux-6.2-rc2/kernel/trace/trace_events_trigger.c:1533:10, True, False, False, False, False, False, False, true, enum
STD_COM4_FLAGS, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/serial.h:17:10, False, False, False, False, False, False, True, true, also definition-adapting
SF_ENERGY, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/i915_hwmon.c:29:9, True, False, False, False, False, False, False, true, enum
for_each_net, extracted_programs/linux-6.2-rc2/include/net/net_namespace.h:390:9, False, False, False, True, False, False, False, true, expands to the list_for_each_entry macro which is accepts a type; identifier; and value as arguments
QDISC_STATE_NON_EMPTY, extracted_programs/linux-6.2-rc2/include/net/sch_generic.h:53:9, True, False, False, False, False, False, False, true, enum
CB_CD1EVENT, extracted_programs/linux-6.2-rc2/drivers/pcmcia/yenta_socket.h:9:12, True, False, False, False, False, False, False, true, enum
FTS_AGAIN, extracted_programs/gawk-5.1.1/extension/gawkfts.h:122:9, True, False, False, False, False, False, False, true, enum
CRD_ROTATE, extracted_programs/gnuplot-5.4.4/src/gp_types.h:187:9, False, False, False, True, False, False, False, true, expands to the name of a struct field and invoked as if it were the name of the struct field on the LHS/RHS of assignment statements
__UDP_INC_STATS, extracted_programs/linux-6.2-rc2/include/net/udp.h:399:9, False, False, False, True, False, False, False, true, eventually expands to a variadic macro
INFFMESSAGE, extracted_programs/gv-3.7.4/src/message.h:179:12, False, False, False, True, False, False, False, true, also metaprogramming; stringifies an argument
SECCLASS_BLUETOOTH_SOCKET, extracted_programs/linux-6.2-rc2/security/selinux/flask.h:80:9, True, False, False, False, False, False, False, true, enum
DG1_DMC_VERSION_REQUIRED, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/display/intel_dmc.c:68:9, False, False, False, True, False, False, False, true, also definition-adapting; appears on RHS of assignment
XSRETURN_NO, extracted_programs/perl-5.36.0/XSUB.h:337:9, False, True, True, True, True, False, False, true, void macro to function
CTX_GTT_ADDRESS_MASK, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/gt/intel_lrc.h:90:9, False, False, False, True, False, False, False, true, definition-adapting; listed as csca because invoked inside a short-circuiting operation
USB_DEVICE_ID_LD_MCT, extracted_programs/linux-6.2-rc2/drivers/hid/hid-ids.h:763:9, False, False, False, False, False, False, True, true, definition-adapting
CTRL_H, extracted_programs/xfig-3.2.8b/src/d_text.c:69:9, True, False, False, False, False, False, False, true, enum
iQcond_jump_narg_leq, extracted_programs/emacs-28.1/src/globals.h:1934:9, False, False, False, False, False, False, True, true, also metaprogramming; invocation was constructed fro token-pasting
PTP_PEROUT_REQUEST, extracted_programs/linux-6.2-rc2/include/uapi/linux/ptp_clock.h:205:9, False, False, False, True, False, False, False, true, passes a type as an argument
case_65_SBOX32, extracted_programs/perl-5.36.0/sbox32_hash.h:1070:9, False, False, False, True, False, False, False, true, expands to a case label and statement
taint_env, extracted_programs/perl-5.36.0/embed.h:741:9, False, False, True, False, False, False, True, true, function alias
Perl_reg_named_buff, extracted_programs/perl-5.36.0/ext/re/re_top.h:24:9, False, False, False, True, False, False, False, true, expands to a function name in a declaration
ksiz, extracted_programs/perl-5.36.0/dist/Storable/Storable.c:601:9, False, False, False, False, False, False, True, true, calling-convention-adapting
CHARSET_ATTR_UNIFY_MAP, extracted_programs/emacs-28.1/src/charset.h:280:9, False, False, False, False, False, False, True, true, scope-adapting
C_and_POSIX_utf8ness, extracted_programs/perl-5.36.0/locale.c:115:9, False, False, False, False, False, False, True, true, definition-adapting string constant
CLKGATE_DIS_MISC_DMASC_GATING_DIS, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/i915_reg.h:8133:10, False, False, False, True, False, False, False, true, definition-adapting but expands to a short-circuiting expression
DISABLE_CALL_DEPTH_TRACKING, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/disabled-features.h:73:10, False, False, False, False, False, False, True, true, also definition-adapting
XELPDP_DP_AUX_CH_CTL_POWER_REQUEST, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/i915_reg.h:3446:11, False, False, False, True, False, False, False, true, definition-adapting but expands to a short-circuiting expression
Qscale, extracted_programs/emacs-28.1/src/globals.h:7694:10, False, False, True, False, False, False, True, true, function alias
TOGGLE_USER_STATES, extracted_programs/fvwm-2.6.9/fvwm/window_flags.h:68:9, False, False, False, False, False, False, False, false, calling-convention-adapting; ^= a field of the first argument with second argument
force_word, extracted_programs/perl-5.36.0/embed.h:1974:9, False, False, True, False, False, False, True, true, function alias
X86_FEATURE_SPEC_CTRL, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/cpufeatures.h:414:9, False, False, True, False, False, False, True, true, also definition-adapting
LSM_AUDIT_DATA_IBPKEY, extracted_programs/linux-6.2-rc2/include/linux/lsm_audit.h:75:9, True, False, False, False, False, False, False, true, enum
NHMEX_M0_MSR_PMU_PLD, extracted_programs/linux-6.2-rc2/arch/x86/events/intel/uncore_nhmex.c:84:9, False, False, False, False, False, False, True, true, also definition-adapting
PTR_RING_PEEK_CALL_BH, extracted_programs/linux-6.2-rc2/include/linux/ptr_ring.h:445:9, False, False, True, False, False, False, False, true, expands to statement expression
SPRITE_YUV_ORDER_MASK, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/i915_reg.h:4416:11, False, False, False, False, False, False, True, true, definition-adapting but expands to a short-circuiting expression
AE_CODE_PROGRAMMER, extracted_programs/linux-6.2-rc2/include/acpi/acexcep.h:19:9, False, False, False, False, False, False, True, true, also definition-adapting
ACPI_EXTERNAL_RETURN_OK, extracted_programs/linux-6.2-rc2/include/acpi/acpixf.h:65:9, False, False, False, False, False, False, True, true, expands to a function declaration
ARCH_LBR_REL_CALL, extracted_programs/linux-6.2-rc2/arch/x86/events/intel/lbr.c:89:9, False, False, False, False, False, False, True, true, also definition-adapting
PAD_SAVE_SETNULLPAD, extracted_programs/perl-5.36.0/pad.h:381:9, False, False, False, True, False, False, False, true, expands to a sequence of statements
w_acceptandinfernexthistory, extracted_programs/zsh-5.9/Src/Zle/zle_widget.h:8:9, False, False, False, False, False, False, True, true, also calling-convention-adapting; defined to a memory address
XSubPPtmpAAAA, extracted_programs/perl-5.36.0/dist/PathTools/Cwd.c:717:9, False, False, False, True, False, False, False, true, only invoked in static conditionals
USB_DEVICE_ID_GTCO_308, extracted_programs/linux-6.2-rc2/drivers/hid/hid-ids.h:567:9, False, False, False, False, False, False, True, true, also definition-adapting
DM_ENDIO_INCOMPLETE, extracted_programs/linux-6.2-rc2/include/linux/device-mapper.h:626:9, True, False, False, False, False, False, False, true, enum
I_ARCTYPE, extracted_programs/xfig-3.2.8b/src/w_indpanel.h:70:9, False, False, False, False, False, False, True, true, also definition-adapting
get_bucket, extracted_programs/linux-6.2-rc2/net/unix/af_unix.c:3257:9, True, False, False, False, False, False, False, true, function
NVRAM_MINOR, extracted_programs/linux-6.2-rc2/include/linux/miscdevice.h:32:9, False, False, False, False, False, False, True, true, also definition-adapting
define_therm_throt_device_one_ro, extracted_programs/linux-6.2-rc2/drivers/thermal/intel/therm_throt.c:130:9, False, False, False, True, False, True, False, true, expands to a declaration
IS_SYNC, extracted_programs/linux-6.2-rc2/include/linux/fs.h:2298:9, False, False, True, True, False, False, False, true, expanded in a short-circuiting operation
SNDRV_SEQ_CLIENT_SYSTEM, extracted_programs/linux-6.2-rc2/include/uapi/sound/asequencer.h:318:9, True, False, False, False, False, False, False, true, enum
OPEN_FMODE, extracted_programs/linux-6.2-rc2/include/linux/fs.h:3532:9, False, False, True, False, False, False, False, true, forward-references types
iQmake_directory, extracted_programs/emacs-28.1/src/globals.h:2824:9, False, False, False, False, False, False, True, true, also metaprogramming; invocation was constructed from token-pasting
SMALL, extracted_programs/linux-6.2-rc2/drivers/firmware/efi/libstub/vsprintf.c:148:9, False, False, False, False, False, False, True, true, also definition-adapting
MINOR, extracted_programs/emacs-28.1/src/sysdep.c:3232:9, True, False, False, False, False, False, False, true, function
YY_RESTORE_YY_MORE_OFFSET, extracted_programs/flex-2.6.4/src/scan.c:1843:9, False, False, False, True, False, False, True, true, empty definition
Qoperations, extracted_programs/emacs-28.1/src/globals.h:7568:10, False, False, True, False, False, False, True, true, function alias
INPUT_PROP_POINTER, extracted_programs/linux-6.2-rc2/include/uapi/linux/input-event-codes.h:23:9, False, False, False, False, False, False, True, true, also definition-adapting
THRESHOLD_MAX, extracted_programs/linux-6.2-rc2/arch/x86/kernel/cpu/mce/amd.c:33:9, True, False, False, False, False, False, False, true, enum
BPF_EXIT_INSN, extracted_programs/linux-6.2-rc2/include/linux/filter.h:387:9, True, False, False, False, False, False, False, true, function
GEN7_SARCHKMD, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/gt/intel_gt_regs.h:947:9, False, False, False, True, False, False, False, true, defined to a non-constant expression
dITEMS, extracted_programs/perl-5.36.0/XSUB.h:166:9, False, False, False, False, False, False, True, true, expands to a declaration
HASHC, extracted_programs/gawk-5.1.1/str_array.c:571:9, False, False, False, True, False, False, False, true, expands to a sequence of statements
ANNOTATE_NOENDBR, extracted_programs/linux-6.2-rc2/include/linux/objtool.h:87:9, False, False, False, True, False, False, True, true, invoked in non-c files and treated as a string literal (concatenation)
KEY_getservent, extracted_programs/perl-5.36.0/keywords.h:115:9, True, False, False, False, False, False, False, true, enum
with_intel_runtime_pm, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/intel_runtime_pm.h:205:9, False, False, False, True, False, False, False, true, expands to for loop condition (syntax fragment)
PCI_DEVICE_ID_NETMOS_9745, extracted_programs/linux-6.2-rc2/include/linux/pci_ids.h:3079:9, True, False, False, False, False, False, False, true, enum
QCcrop, extracted_programs/emacs-28.1/src/globals.h:6683:10, False, False, False, False, False, False, True, true, also scope-adapting; function alias
AMD_EVENT_TYPE_MASK, extracted_programs/linux-6.2-rc2/arch/x86/events/amd/core.c:1005:9, True, False, False, False, False, False, False, true, enum
FPS_IGNORE_RAISE_CLICK_MOTION, extracted_programs/fvwm-2.6.9/fvwm/focus_policy.h:106:9, False, False, True, False, False, False, False, false, also calling-convention-adapting; assigns a field of the first argument to the !! of the second argument; passed a macro invocation as an argument
define_one_global_rw, extracted_programs/linux-6.2-rc2/include/linux/cpufreq.h:316:9, False, False, False, True, False, True, False, true, expands to a declaration
GEN6_GT_PERF_STATUS, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/intel_mchbar_regs.h:207:9, False, False, False, True, False, False, False, true, also definition-adapting; expands to a short-circuiting expression
OSC_PCI_CAPABILITY_DWORDS, extracted_programs/linux-6.2-rc2/include/linux/acpi.h:557:9, True, False, False, False, False, False, False, true, enum
MAILBOX_SNDHOST_PROD_IDX_0, extracted_programs/linux-6.2-rc2/drivers/net/ethernet/broadcom/tg3.h:343:9, True, False, False, False, False, False, False, true, enum
F_POLYGON, extracted_programs/xfig-3.2.8b/src/mode.h:46:10, True, False, False, False, False, False, False, true, enum
PUREBEG, extracted_programs/emacs-28.1/src/alloc.c:343:9, False, False, False, False, False, False, False, false, calling-convention-adapting; object-like macro defined to a non-constant expression; RHS of assignment; defined to cast expression
GROWING, extracted_programs/perl-5.36.0/pp_pack.c:375:9, False, True, True, False, False, False, True, true, none
MAX_BLOCK_SIZE, extracted_programs/linux-6.2-rc2/arch/x86/mm/init_64.c:1424:9, True, False, False, False, False, False, False, true, enum
_KERNEL_CAPABILITY_U32S, extracted_programs/linux-6.2-rc2/include/linux/capability.h:20:9, False, False, True, True, False, False, True, true, none
DEVCG_DEV_CHAR, extracted_programs/linux-6.2-rc2/include/linux/device_cgroup.h:10:9, False, False, False, False, False, False, False, false, not classified; definition-adapting; ICE; RHS of assignment; passed to function call; RHS of comparison; bitwise expression
t_Dundefinedkey, extracted_programs/zsh-5.9/Src/Zle/zle_things.h:610:9, False, False, False, False, False, False, True, true, also calling-convention-adapting; defined to a memory address and invoked in a non-c file
MAD_DIMM_B_SIZE_MASK, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/intel_mchbar_regs.h:157:11, True, False, False, False, False, False, False, true, enum
ACPI_EC_FLAG_BURST, extracted_programs/linux-6.2-rc2/drivers/acpi/ec.c:42:9, False, False, False, False, False, False, True, true, also definition-adapting
CHAR_EOF, extracted_programs/m4-1.4.19/src/input.c:142:9, True, False, False, False, False, False, False, true, enum
DOCK_DOCKING, extracted_programs/linux-6.2-rc2/drivers/acpi/dock.c:47:9, True, False, False, False, False, False, False, true, enum
NEED_CMOV, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/required-features.h:33:10, False, False, False, False, False, False, True, true, also definition-adapting
DEFAULT_BORDER_LP, extracted_programs/gnuplot-5.4.4/src/gadgets.c:155:10, False, False, False, False, False, False, False, false, calling-convention-adapting; scope-adapting; defined to struct literal but without wrapping cast expression so type is ambigious (could be an array initializer); RHS of assignment
NFS4_dec_get_lease_time_sz, extracted_programs/linux-6.2-rc2/fs/nfs/nfs4xdr.c:857:9, False, False, False, False, False, False, True, true, scope-adapting; not sure where invoked
DPFC_CTL_SR_EN, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/i915_reg.h:1319:11, False, False, False, True, False, False, False, true, also definition-adapting; expands to a short-circuiting operation
PCI_VENDOR_ID_APPLE, extracted_programs/linux-6.2-rc2/include/linux/pci_ids.h:962:9, False, False, False, False, False, False, True, true, also definition-adapting
newXSproto_portable, extracted_programs/perl-5.36.0/cpan/IPC-SysV/SysV.c:264:9, False, False, False, True, False, False, False, true, generic
SECCOMP_LOG_TRACE, extracted_programs/linux-6.2-rc2/kernel/seccomp.c:941:9, True, False, False, False, False, False, False, true, enum
iQcodeset, extracted_programs/emacs-28.1/src/globals.h:1884:9, False, False, False, False, False, False, True, true, also calling-convention-adapting; defined to a memory address and invoked in a non-c file
EXT4_DEFM_UID16, extracted_programs/linux-6.2-rc2/fs/ext4/ext4.h:2255:9, True, False, False, False, False, False, False, true, enum
for_each_migratetype_order, extracted_programs/linux-6.2-rc2/include/linux/mmzone.h:94:9, False, False, False, True, False, False, False, true, accepts a type as a first-class citizen
NHMEX_M_PMON_CTL_COUNT_MODE_SHIFT, extracted_programs/linux-6.2-rc2/arch/x86/events/intel/uncore_nhmex.c:99:9, False, False, False, False, False, False, True, true, also definition-adapting
Fstat, extracted_programs/perl-5.36.0/unixish.h:132:11, False, False, True, False, False, False, True, true, function alias; appears in a static declaration
UNI_lower_values_index, extracted_programs/perl-5.36.0/charclass_invlists.h:430530:9, True, False, False, False, False, False, False, true, enum
ALIAS_GLOBAL, extracted_programs/zsh-5.9/Src/zsh.h:1266:9, True, False, False, False, False, False, False, true, enum
DKL_PLL_DIV1, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/display/intel_dkl_phy_regs.h:76:9, False, False, False, True, False, False, False, false, definition-adapting; expression statement; passed to function call; on RHS of assignment; nested invocations
this_cpu_xchg, extracted_programs/linux-6.2-rc2/include/linux/percpu-defs.h:513:9, False, False, False, True, False, True, False, true, token-pasting
SNDRV_PCM_HW_PARAMS_NO_PERIOD_WAKEUP, extracted_programs/linux-6.2-rc2/include/uapi/sound/asound.h:385:9, False, False, False, False, False, False, False, false, definition-adapting enum; RHS of assignment; conditional expr
SECURITY__LOAD_POLICY, extracted_programs/linux-6.2-rc2/security/selinux/av_permissions.h:9:9, True, False, False, False, False, False, False, true, enum
SWAP_RA_HITS_MAX, extracted_programs/linux-6.2-rc2/mm/swap_state.c:46:9, False, False, False, False, False, False, True, true, also definition-adapting
_TRANS_A_SET_CONTEXT_LATENCY, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/i915_reg.h:7064:9, False, False, False, False, False, False, True, true, also definition-adapting
TG3_INTERRUPT_TEST, extracted_programs/linux-6.2-rc2/drivers/net/ethernet/broadcom/tg3.c:449:9, False, True, False, False, False, False, False, false, definition-adapting; designated initializer
HESHVAN, extracted_programs/remind/src/hbcal.c:35:9, False, True, False, False, False, False, False, false, definition-adapting; invoked as array index; on RHS of ==; on RHS of =
EXPORT_TRACEPOINT_SYMBOL_GPL, extracted_programs/linux-6.2-rc2/include/linux/tracepoint.h:330:9, False, False, False, True, False, True, False, true, token-pasting
CALLREGEXEC, extracted_programs/perl-5.36.0/perl.h:233:9, False, False, False, True, False, False, False, false, calling-convention-adapting; scope-adapting
DP_REMOTE_DPCD_READ, extracted_programs/linux-6.2-rc2/include/drm/display/drm_dp.h:1480:9, False, False, False, False, False, False, True, true, also definition-adapting enum
COMPAT_START_THREAD, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/elf.h:175:9, False, False, False, True, False, False, False, true, only appears in static conditionals
sg_printk, extracted_programs/linux-6.2-rc2/drivers/scsi/sg.c:209:9, False, False, False, False, False, False, True, true, also variadic
list_for_each_entry_srcu, extracted_programs/linux-6.2-rc2/include/linux/rculist.h:408:9, False, False, False, True, False, False, False, true, expands to for loop fragment
CR, extracted_programs/emacs-28.1/src/cm.h:113:9, False, True, False, False, False, False, False, true, invoked on LHS of an assignment
SIXAXIS_CONTROLLER, extracted_programs/linux-6.2-rc2/drivers/hid/hid-sony.c:68:9, False, False, False, False, False, False, True, true, also definition-adapting; expands to short-circuiting operation
TG3_RX_PTP_CTL_HWTS_INTERLOCK, extracted_programs/linux-6.2-rc2/drivers/net/ethernet/broadcom/tg3.h:836:9, False, False, False, False, False, False, True, true, also definition-adapting enum
NETLINK_F_BROADCAST_SEND_ERROR, extracted_programs/linux-6.2-rc2/net/netlink/af_netlink.h:13:9, True, False, False, False, False, False, False, true, enum
CDROMCLOSETRAY, extracted_programs/linux-6.2-rc2/include/uapi/linux/cdrom.h:120:9, True, False, False, False, False, False, False, true, enum
iQunhandled_file_name_directory, extracted_programs/emacs-28.1/src/globals.h:3690:9, False, False, False, False, False, False, True, true, also metaprogramming; invocation was constructed from token-pasting
markkey, extracted_programs/lua-5.4.4/src/lgc.c:97:9, False, False, False, True, False, False, False, true, object-like macro expands to a void expression (a compound statement)
PERL_ARGS_ASSERT_DO_PMOP_DUMP, extracted_programs/perl-5.36.0/proto.h:974:9, False, False, False, True, False, False, False, true, expands to a sequence of statements
elf_prstatus, extracted_programs/linux-6.2-rc2/fs/compat_binfmt_elf.c:52:9, False, False, True, False, False, False, False, true, typedef
USB_DEVICE_ID_LD_NETWORKANALYSER, extracted_programs/linux-6.2-rc2/drivers/hid/hid-ids.h:756:9, False, False, False, False, False, False, True, true, also definition-adapting
__initdata_memblock, extracted_programs/linux-6.2-rc2/include/linux/memblock.h:102:9, False, False, False, True, False, False, False, true, expands to __section attribute
Z_FINISH, extracted_programs/linux-6.2-rc2/include/linux/zlib.h:144:9, False, False, False, False, False, False, True, true, also definition-adapting
IFLA_IPTUN_MAX, extracted_programs/linux-6.2-rc2/include/uapi/linux/if_tunnel.h:82:9, True, False, False, False, False, False, False, true, enum
FINDBRK, extracted_programs/bash-5.2-rc1/xmalloc.c:67:9, True, False, False, False, False, False, False, true, function
I365_CS_BVD2, extracted_programs/linux-6.2-rc2/drivers/pcmcia/i82365.h:57:9, True, False, False, False, False, False, False, true, enum
ACPI_MSG_DEPENDENT_RETURN_VOID, extracted_programs/linux-6.2-rc2/include/acpi/acpixf.h:329:9, False, False, False, True, False, False, False, true, expands to a declaration
DP_QUERY_STREAM_ENC_STATUS, extracted_programs/linux-6.2-rc2/include/drm/display/drm_dp.h:1487:9, False, False, False, False, False, False, True, true, also definition-adapting
SIG_KTHREAD, extracted_programs/linux-6.2-rc2/include/linux/signal.h:297:9, False, False, False, False, False, False, False, false, not classified; nested invocations; cast expression; passed to function call
BPF_MISC, extracted_programs/linux-6.2-rc2/include/uapi/linux/bpf_common.h:14:10, True, False, False, False, False, False, False, true, enum
NETIF_MSG_TIMER, extracted_programs/linux-6.2-rc2/include/linux/netdevice.h:4274:9, False, False, False, True, False, True, True, true, contains a nested macro that uses token-pasting
X86_FEATURE_DTES64, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/cpufeatures.h:118:9, False, False, False, False, False, False, True, true, also definition-adapting
GSSX_RES_get_call_context_sz, extracted_programs/linux-6.2-rc2/net/sunrpc/auth_gss/gss_rpc_xdr.h:190:9, False, False, False, False, False, False, True, true, not classified; not invoked; definition-adapting
READ_DEFECT_DATA_TIMEOUT, extracted_programs/linux-6.2-rc2/include/scsi/scsi.h:138:9, False, False, False, False, False, False, False, false, definition-adapting; RHS of assignment
IORESOURCE_IO_16BIT_ADDR, extracted_programs/linux-6.2-rc2/include/linux/ioport.h:115:9, False, False, True, False, False, False, False, false, definition-adapting; RHS of |=; in ?:
PCI_DEVICE_ID_ACCESSIO_PCIE_ICM232_2, extracted_programs/linux-6.2-rc2/drivers/tty/serial/8250/8250_pericom.c:38:9, False, False, False, False, False, False, True, true, also definition-adapting
EXTENT_STATUS_REFERENCED, extracted_programs/linux-6.2-rc2/fs/ext4/extents_status.h:49:9, False, False, False, False, False, False, True, true, also definition-adapting
GTF_C_PRIME, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/drm_modes.c:385:9, False, True, False, False, False, False, False, true, captures caller's parameters
BLK_STS_PROTECTION, extracted_programs/linux-6.2-rc2/include/linux/blk_types.h:101:9, False, False, True, False, False, False, False, true, constant cast
PCI_EXP_DEVCTL_READRQ, extracted_programs/linux-6.2-rc2/include/uapi/linux/pci_regs.h:517:10, True, False, False, False, False, False, False, true, enum
KFPU_387, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/fpu/api.h:26:9, False, False, False, True, False, False, True, true, also metaprogramming; eventually expands to a macro that token-pastes
TX_TIMEOUT, extracted_programs/linux-6.2-rc2/drivers/net/ethernet/realtek/8139too.c:208:9, True, False, False, False, False, False, False, true, enum
SAVEt_READONLY_OFF, extracted_programs/perl-5.36.0/scope.h:39:9, True, False, False, False, False, False, False, true, enum
PLANE_STRIDE, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/i915_reg.h:4876:9, False, False, False, True, False, False, False, true, also definition-adapting; appears on RHS of an assignment
MC_HEADER_SIZE, extracted_programs/linux-6.2-rc2/arch/x86/include/asm/microcode_intel.h:41:9, False, False, False, False, False, False, True, true, also definition-adapting enum
CONTEXT_PERMA_PIN, extracted_programs/linux-6.2-rc2/drivers/gpu/drm/i915/gt/intel_context_types.h:126:9, False, False, False, False, False, False, True, true, also definition-adapting enum
E1000_ICS_RXSEQ, extracted_programs/linux-6.2-rc2/drivers/net/ethernet/intel/e1000e/defines.h:453:9, False, False, False, False, False, False, True, true, also definition-adapting
PORT_16450, extracted_programs/linux-6.2-rc2/include/uapi/linux/serial.h:52:9, False, False, False, False, False, False, False, false, not classified; definition-adapting; conditional expr; comparison; RHS of assignment; designated initializer
ETHTOOL_SRXCSUM, extracted_programs/linux-6.2-rc2/include/uapi/linux/ethtool.h:1562:9, True, False, False, False, False, False, False, true, enum
decode_verifier_maxsz, extracted_programs/linux-6.2-rc2/fs/nfs/nfs4xdr.c:98:9, False, False, False, False, False, False, True, true, also definition-adapting
MAC_RCV_VALUE_5, extracted_programs/linux-6.2-rc2/drivers/net/ethernet/broadcom/tg3.h:566:9, False, False, False, False, False, False, True, true, also definition-adapting
latexline_height, extracted_programs/xfig-3.2.8b/src/w_icons.c:1663:9, True, False, False, False, False, False, False, true, enum
PMSG_QUIESCE, extracted_programs/linux-6.2-rc2/include/linux/pm.h:526:9, False, False, True, False, False, False, False, true, struct literal
INTEL_TGL_12_GT1_IDS, extracted_programs/linux-6.2-rc2/include/drm/i915_pciids.h:602:9, False, False, False, False, False, False, True, true, also unaligned
for_each_reserved_mem_range, extracted_programs/linux-6.2-rc2/include/linux/memblock.h:244:9, False, False, False, True, False, False, False, true, expands to for loop syntax fragment
XHCI_STATE_HALTED, extracted_programs/linux-6.2-rc2/drivers/usb/host/xhci.h:1842:9, True, False, False, False, False, False, False, true, enum
PERL_ARGS_ASSERT_SET_REGEX_PV, extracted_programs/perl-5.36.0/proto.h:6028:9, False, False, False, True, False, True, False, true, expands to a sequence of asserts
RFKILL_IOC_MAGIC, extracted_programs/linux-6.2-rc2/include/uapi/linux/rfkill.h:183:9, True, False, False, False, False, False, False, true, enum
SKX_MSR_CPU_BUS_NUMBER, extracted_programs/linux-6.2-rc2/arch/x86/events/intel/uncore_snbep.c:297:9, True, False, False, False, False, False, False, true, enum
PCI_DEVICE_ID_SI_961, extracted_programs/linux-6.2-rc2/include/linux/pci_ids.h:749:9, False, False, False, False, False, False, True, true, also definition-adapting enum
to_cycles, extracted_programs/linux-6.2-rc2/drivers/pcmcia/yenta_socket.c:61:9, True, False, False, False, False, False, False, true, function
NLA_ENSURE_UINT_TYPE, extracted_programs/linux-6.2-rc2/include/net/netlink.h:385:9, False, False, False, False, False, False, True, true, also definition-adapting (conservatively call-site-context-altering because it expands to a short-circuiting operation)
ARGI_METHODCALL_OP, extracted_programs/linux-6.2-rc2/drivers/acpi/acpica/acopcode.h:246:9, False, False, False, False, False, False, True, true, also definition-adapting
ellrad_height_big, extracted_programs/xfig-3.2.8b/src/w_icons.c:784:9, True, False, False, False, False, False, False, true, enum
checkresults, extracted_programs/lua-5.4.4/src/lapi.c:1002:9, False, False, False, True, False, False, False, true, also definition-adapting; expands to a short-circuiting operation
AMD_141b_MMIO_HIGH_MMIOLIMIT_MASK, extracted_programs/linux-6.2-rc2/arch/x86/pci/fixup.c:682:9, False, False, False, True, False, False, False, true, also definition-adapting; expands to a short-circuiting operation
__fid_stringify, extracted_programs/linux-6.2-rc2/include/linux/kernel_read_file.h:20:9, False, False, False, False, False, False, True, true, also metaprogramming; stringification
LIB_PREVIEW_SIZE, extracted_programs/xfig-3.2.8b/src/w_library.c:64:9, False, False, False, False, False, False, True, true, also definition-adapting
OPpSPLIT_ASSIGN, extracted_programs/perl-5.36.0/opcode.h:2321:9, False, False, True, False, False, False, False, false, definition-adapting; invoked in &&; on RHS of |=
EPOLLET, extracted_programs/linux-6.2-rc2/include/uapi/linux/eventpoll.h:69:9, False, False, False, False, False, False, True, true, scope-adapting
AC_GPIO_I_COUNT, extracted_programs/linux-6.2-rc2/include/sound/hda_verbs.h:197:9, False, False, False, False, False, False, True, true, also definition-adapting
__fmode_flag, extracted_programs/linux-6.2-rc2/include/trace/misc/fs.h:42:9, False, False, False, False, False, False, True, true, also definition-adapting
BLOCK_CHILD, extracted_programs/bash-5.2-rc1/sig.h:97:11, False, False, False, True, False, False, False, true, expands to a do-while
